cohort,cohort_years,dod_occ_code_level,dod_occ_code,geo_level,geography,y1_emp,y5_emp,y10_emp,y1_nonemp,y5_nonemp,y10_nonemp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp,status_y1_earn,status_y5_earn,status_y10_earn
2000,8,2,14X,S,01,160,163,136,,,,27400,43810,44690,42270,57840,64610,64020,75200,86470,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,02,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,04,68,142,115,,,,30340,32130,37480,41920,47150,55120,56620,64470,75940,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,05,,51,,,,,,34000,,,50930,,,66860,,5,1,5,5,5,5,5,1,5
2000,8,2,14X,S,06,265,299,255,135,90,51,24080,29430,39620,37880,49180,61450,54660,69960,85720,1,1,1,1,1,1,1,1,1
2000,8,2,14X,S,08,121,125,96,,,,28020,31880,44590,38160,44690,59360,53870,71840,83880,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,09,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,10,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,11,,81,83,,,,,57860,71840,,78240,95690,,100300,118900,5,1,1,5,5,5,5,1,1
2000,8,2,14X,S,12,249,285,241,112,74,,22740,32740,34780,33240,45790,50250,50430,65790,73690,1,1,1,1,1,5,1,1,1
2000,8,2,14X,S,13,228,239,187,97,65,,23930,33270,37530,36940,45960,53190,49500,61640,67920,1,1,1,1,1,5,1,1,1
2000,8,2,14X,S,15,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,16,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,17,80,81,84,51,,,18460,30200,37180,33140,46060,57620,51120,67130,75500,1,1,1,1,5,5,1,1,1
2000,8,2,14X,S,18,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,19,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,20,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,21,73,85,62,,,,25440,30620,31880,35350,42090,50050,44770,58610,65270,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,22,58,50,,,,,22560,28950,,30340,45370,,44410,60460,,1,1,5,5,5,5,1,1,5
2000,8,2,14X,S,23,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,24,167,172,141,,,,32360,42470,52710,43530,66800,72060,68480,90350,94560,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,25,,,,,,,,,,,,,,,,-1,5,5,-1,5,5,-1,5,5
2000,8,2,14X,S,26,69,68,72,,,,18480,26920,28110,27690,42090,41610,45200,68230,67680,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,27,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,28,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,29,114,117,93,,,,27160,41560,41380,40950,58190,64940,61590,75780,89080,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,30,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,31,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,32,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,33,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,34,50,64,59,,,,18600,33140,40660,25070,49620,51770,47600,68230,80810,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,35,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,36,129,170,133,92,,,20870,27140,35830,30940,44520,56480,44310,64210,79990,1,1,1,1,5,5,1,1,1
2000,8,2,14X,S,37,190,221,190,87,,,23800,29610,35060,37640,43410,48120,49570,56560,68040,1,1,1,1,5,5,1,1,1
2000,8,2,14X,S,38,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,39,82,93,85,,,,18950,28190,33750,28830,40900,50870,40450,54780,71590,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,40,70,80,72,,,,23530,26440,30900,30450,38380,45770,40820,54620,69870,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,41,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,42,113,132,107,69,,,21330,28870,38720,36010,42860,56230,51170,60860,73070,1,1,1,1,5,5,1,1,1
2000,8,2,14X,S,44,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,45,72,93,96,,,,22410,27860,31120,29110,37480,46750,42370,53370,60460,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,46,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,47,102,105,74,,,,22710,26190,34000,33830,37730,46060,49990,54490,64940,1,1,1,5,5,5,1,1,1
2000,8,2,14X,S,48,439,515,473,217,117,65,22740,29070,38870,31860,43330,55740,46440,62200,78690,1,1,1,1,1,1,1,1,1
2000,8,2,14X,S,49,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,50,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,51,433,451,322,98,69,,34740,44350,48270,54030,70060,82440,83360,104400,113900,1,1,1,1,1,5,1,1,1
2000,8,2,14X,S,53,120,140,131,53,,,24160,34670,35030,37610,51010,55370,54120,69320,79590,1,1,1,1,5,5,1,1,1
2000,8,2,14X,S,54,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,55,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,14X,S,56,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,UN,,,,10940,12080,9717,,,,,,,,,,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,01,762,917,749,311,203,107,24560,32960,38890,35770,47320,55970,51280,69360,79270,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,02,215,194,130,60,,,30310,38610,40900,42090,55310,62160,55840,71320,83700,1,1,1,1,5,5,1,1,1
2000,8,2,15X,S,04,480,648,501,145,150,74,25210,34460,36950,36200,48120,52380,50160,69400,79330,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,05,127,187,146,102,58,,20320,25060,29320,28880,38510,41140,48490,54250,54490,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,06,1438,1624,1290,826,551,287,22010,32260,37560,32840,45990,55680,47420,65550,78840,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,08,706,667,476,263,176,115,26530,37480,38140,37810,51730,54530,53570,73400,80860,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,09,84,112,84,53,,,20570,25590,37480,32460,42300,55120,46060,63290,80550,1,1,1,1,5,5,1,1,1
2000,8,2,15X,S,10,53,55,61,,,,23310,29640,33350,30200,43530,46060,50740,56520,68230,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,11,244,497,456,,,,44620,55700,70110,61940,76320,95330,78450,102000,116100,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,12,2074,2308,1777,923,643,376,22420,29710,32650,31850,40790,46670,42970,56660,67110,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,13,2393,2579,1916,1016,574,354,24900,32980,35760,35530,45490,49690,49500,61680,67970,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,15,213,195,142,96,,,27140,39600,41380,40360,54220,56990,69190,75360,81730,1,1,1,1,5,5,1,1,1
2000,8,2,15X,S,16,60,66,54,,,,23400,28110,28110,30620,36940,41140,42090,45550,54120,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,17,503,609,444,250,157,75,24060,32420,40180,35880,48250,57260,53590,70970,81480,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,18,397,447,332,134,106,58,26590,30830,37540,38380,47000,54680,56320,67960,78930,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,19,119,155,119,,,,22020,28950,29700,31760,42600,49520,43740,57310,64940,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,20,369,347,264,132,68,,27140,31980,35720,37400,43390,52240,50090,61040,70920,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,21,742,815,565,260,139,80,28440,37000,41040,40000,50480,55970,53710,64700,74120,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,22,416,484,348,303,178,81,20280,27400,32070,30120,40560,44790,43370,56480,63070,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,23,,58,,,,,,24300,,,36580,,,46320,,5,1,5,5,5,5,5,1,5
2000,8,2,15X,S,24,951,1083,854,293,191,125,29830,43720,52750,45940,64670,75950,68490,95380,104700,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,25,,73,135,,,,,35290,37570,,49690,57930,,69600,85310,-1,1,1,-1,5,5,-1,1,1
2000,8,2,15X,S,26,344,392,342,194,108,60,23390,28810,36670,35020,46380,51580,52430,69350,80200,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,27,140,140,110,52,,,23360,35110,39980,34170,45590,51490,47170,60770,67310,1,1,1,1,5,5,1,1,1
2000,8,2,15X,S,28,121,205,159,97,93,54,21490,25780,26390,32130,36940,41670,45200,50060,59440,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,29,471,479,377,200,124,69,23580,30550,35340,34200,42670,47630,50500,60750,67700,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,30,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,31,69,74,59,,,,20530,25710,28710,28110,35890,39880,36440,51040,54490,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,32,206,237,177,80,60,,23310,27670,27940,32720,40290,43290,48790,59390,67730,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,33,,53,,,,,,35070,,,43760,,,55530,,5,1,5,5,5,5,5,1,5
2000,8,2,15X,S,34,369,427,282,202,111,76,23190,32420,39160,35790,50430,55120,52530,70210,79890,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,35,139,166,129,73,53,,21720,30200,36650,31320,44490,47600,48300,59040,63130,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,36,768,937,791,465,304,142,21450,30820,36920,31620,46880,52180,45010,64550,80800,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,37,1734,1838,1345,734,430,261,25110,33350,36010,36270,45020,48320,49850,62130,67740,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,38,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,39,507,582,446,282,162,102,21830,27460,31690,31820,40280,46420,44030,55120,62250,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,40,434,471,346,217,123,77,22630,28250,34130,31170,40050,45330,40850,53870,62500,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,41,143,166,151,73,57,,21450,27420,29700,31150,39200,46970,44470,52830,70120,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,42,483,637,520,285,186,127,22920,28280,32880,34270,43010,50180,47660,60500,69070,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,44,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,45,848,950,722,370,222,144,23300,29750,34050,32310,42120,46510,44230,59690,66020,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,46,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,47,738,724,528,379,202,100,22880,31070,32810,33630,42160,46610,45280,57880,63660,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,48,3944,4219,3337,1691,983,611,24050,32990,38440,34790,46450,53180,49990,65410,74000,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,49,88,97,69,,,,19090,35230,30620,30340,46970,44880,40180,62130,67130,1,1,1,5,5,5,1,1,1
2000,8,2,15X,S,50,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,15X,S,51,2895,2968,2109,659,450,247,35370,46370,50120,56340,71440,77770,84810,105100,110800,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,53,858,843,603,295,183,94,26210,36320,39040,38000,50420,54670,51080,66550,74980,1,1,1,1,1,1,1,1,1
2000,8,2,15X,S,54,64,91,98,53,,,18660,25830,29500,29780,40820,47600,39670,64110,78290,1,1,1,1,5,5,1,1,1
2000,8,2,15X,S,55,207,223,162,86,75,,22710,28890,35340,32580,40480,47250,45140,54370,67820,1,1,1,1,1,5,1,1,1
2000,8,2,15X,S,56,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,16X,S,UN,,,,8148,9683,8409,,,,,,,,,,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,01,836,1032,729,234,147,106,27370,36900,41780,43910,57960,63230,62800,79300,84980,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,02,214,215,147,56,,,26350,37110,42970,39460,52000,64260,60790,71920,84730,1,1,1,1,5,5,1,1,1
2000,8,2,16X,S,04,536,844,602,185,182,125,24160,31110,39540,35770,47270,55950,50580,63050,72080,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,05,182,293,257,148,88,61,19740,23790,28720,27550,35760,41830,37830,48530,57920,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,06,1888,1993,1594,834,581,304,23020,33450,40310,33700,50190,59110,49700,68170,81980,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,08,1063,912,683,339,229,133,25940,33140,39140,36890,47180,53310,48740,65130,76610,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,09,151,170,129,55,,,24530,33850,44650,37980,49080,61520,52340,66580,86440,1,1,1,1,5,5,1,1,1
2000,8,2,16X,S,10,65,82,66,,,,24610,30620,33570,35290,46350,49620,43870,59640,71840,1,1,1,5,5,5,1,1,1
2000,8,2,16X,S,11,84,158,161,,,,42090,50370,54940,53620,69870,74930,70860,91060,103800,1,1,1,5,5,5,1,1,1
2000,8,2,16X,S,12,1697,1857,1518,714,503,341,21740,29790,33900,31500,41370,47410,42500,57530,65870,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,13,2058,1980,1446,646,341,242,26430,33050,36170,37260,46030,49350,51390,62900,66240,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,15,192,179,139,82,,,27050,32630,37030,42470,50870,50870,58830,68380,74460,1,1,1,1,5,5,1,1,1
2000,8,2,16X,S,16,130,151,124,74,58,,19710,24300,30170,28220,36290,47430,36880,50670,61020,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,17,737,858,705,350,206,124,21140,30540,36870,30470,44430,51540,45620,60290,72510,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,18,447,447,375,154,123,81,23660,29060,31660,34210,39470,45480,45750,54490,62210,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,19,237,263,232,97,73,,23190,30550,34200,33060,40400,45960,42620,50910,59270,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,20,522,458,336,152,102,62,24730,32400,34080,35390,44810,47830,47200,58110,66310,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,21,976,938,692,230,151,102,31460,38200,38240,45260,52670,52550,60910,67620,67380,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,22,493,513,416,240,152,85,24000,30170,35720,35510,46230,53480,50110,62600,73560,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,23,144,155,124,62,,,23920,28050,33760,29630,36010,45830,36580,47640,59510,1,1,1,1,5,5,1,1,1
2000,8,2,16X,S,24,912,875,682,288,122,83,30210,41370,46720,45160,59760,68040,61270,79220,89880,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,25,,75,205,,,,,34490,40720,,54120,57150,,68430,79820,-1,1,1,-1,5,5,-1,1,1
2000,8,2,16X,S,26,576,652,548,278,201,104,21510,29030,34150,30900,43470,49500,44830,61240,73910,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,27,242,281,236,104,74,,23310,28820,34990,33010,40710,50260,46060,55350,66440,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,28,88,237,173,78,76,,22100,28850,31360,30450,40980,46520,41460,59540,64570,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,29,608,640,509,198,142,106,22580,26990,30890,31090,38890,43270,43460,52780,59460,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,30,127,140,120,77,57,,18400,25200,32020,25540,34210,41880,35830,47090,58560,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,31,186,174,132,56,,,22650,28530,29220,31120,37720,40530,43370,49960,54930,1,1,1,1,5,5,1,1,1
2000,8,2,16X,S,32,288,295,224,88,80,,23640,33090,34000,31040,46570,51650,44380,65460,69300,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,33,66,99,88,,,,22410,30200,40180,31740,42670,54840,37930,58510,67990,1,1,1,5,5,5,1,1,1
2000,8,2,16X,S,34,353,372,292,168,106,58,23160,34510,38900,33870,49670,58810,53340,65290,77480,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,35,223,241,190,94,87,,23410,31160,35620,33920,44110,50520,48750,57570,69420,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,36,925,1049,830,470,277,163,21470,30300,38010,31720,45510,54930,47090,63890,78330,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,37,1410,1371,1050,500,333,209,26170,31920,34750,37890,46180,47420,52020,62540,65070,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,38,67,91,95,,,,19230,31840,41930,25490,43680,58560,35830,60930,95460,1,1,1,5,5,5,1,1,1
2000,8,2,16X,S,39,764,723,656,288,239,107,20720,27560,33650,30970,40290,47130,42970,53890,63400,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,40,509,558,437,208,145,78,21340,28740,34240,29050,39810,47370,40960,53710,63250,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,41,299,319,279,121,100,62,22890,27800,32810,32190,41220,47600,42590,56080,67920,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,42,782,945,813,344,248,120,22030,31030,36600,31850,45240,51840,46270,58380,69580,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,44,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,16X,S,45,599,641,489,178,151,104,25330,29620,33040,35120,42390,46130,46740,56860,58140,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,46,91,99,74,,,,21600,25210,29590,27200,32950,40180,36730,42670,51010,1,1,1,5,5,5,1,1,1
2000,8,2,16X,S,47,948,846,607,324,211,131,24780,31840,33430,35790,46630,48840,48780,62400,65310,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,48,4792,4802,3784,1472,963,554,26480,36080,39680,39400,50740,56210,55800,69710,77490,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,49,179,182,157,66,58,,24790,31250,36670,34060,46650,52870,48220,61270,73610,1,1,1,1,1,5,1,1,1
2000,8,2,16X,S,50,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,16X,S,51,1265,1490,1175,364,262,177,27770,38630,42260,41610,55660,62110,57610,81520,88010,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,53,1125,1104,893,321,225,135,26670,36830,40840,40300,54390,59550,57200,70610,77170,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,54,163,191,155,83,69,50,21220,27090,33540,28560,41330,45890,40860,57370,66990,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,55,395,433,340,167,118,64,22510,28540,33630,32210,41260,47840,43890,54400,59980,1,1,1,1,1,1,1,1,1
2000,8,2,16X,S,56,129,121,109,,,,28050,36680,41380,41520,51770,56060,58010,74900,79820,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,UN,,,,3224,3558,2930,,,,,,,,,,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,01,181,198,151,82,62,,21390,28630,34190,29700,41460,45790,42400,55870,64040,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,02,97,79,61,,,,24950,40000,45720,44350,56120,65760,58230,76490,95690,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,04,153,195,173,53,52,,24300,27720,34430,32640,40710,52740,46210,56890,71320,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,05,69,83,66,,,,22560,31370,31740,32300,38780,44000,39730,50850,62820,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,06,570,633,541,253,189,102,21610,31890,39250,31090,48850,56990,45350,68870,86080,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,08,286,292,233,107,72,,24730,33740,40770,35250,44980,51790,46060,57930,69790,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,09,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,10,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,11,93,119,82,,,,39280,54960,56790,49690,70170,81020,64000,87150,100100,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,12,542,611,515,252,149,132,21150,27750,33450,30150,40290,45910,40600,52450,66100,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,13,644,691,541,263,165,86,24030,31150,34330,33580,42230,44480,43420,54940,58940,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,15,103,82,58,,,,22450,37180,39730,34370,50120,59510,46190,64700,78450,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,16,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,17,209,264,207,138,75,,22190,29080,36750,31360,42000,54020,47720,56750,74120,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,18,124,151,115,58,,,20390,30140,36440,29410,46060,47180,40950,60930,68430,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,19,79,75,61,,,,21100,27280,35290,28110,37260,45470,39640,51770,56580,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,20,127,125,97,,,,21130,30620,32880,29640,43180,47860,41140,53870,63010,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,21,149,173,150,67,,,20170,31650,33330,29910,42870,45850,40100,53160,60460,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,22,126,157,145,87,,,21180,25430,33220,31180,37730,47600,42090,59270,67930,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,23,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,24,298,260,205,87,,,24960,37410,42610,40180,52620,62050,56820,67400,85970,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,25,,50,78,,,,,31880,39580,,51490,58750,,72820,91460,-1,1,1,-1,5,5,-1,1,1
2000,8,2,17X,S,26,142,141,137,81,65,,20900,29470,36150,30060,43220,48290,40920,61240,62650,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,27,68,76,73,,,,23020,31120,37330,33140,41610,49990,42090,53450,64730,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,28,,59,,,,,,27170,,,39280,,,50650,,5,1,5,5,5,5,5,1,5
2000,8,2,17X,S,29,262,271,207,96,61,,24080,30400,35940,34280,45130,51940,47680,62320,65830,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,30,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,31,50,50,,,,,21710,31040,,27550,38020,,35350,52170,,1,1,5,5,5,5,1,1,5
2000,8,2,17X,S,32,109,127,102,,,,26530,34310,36290,36810,48730,52050,51350,67130,74790,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,33,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,34,82,105,89,,,,19950,30060,31960,30740,45240,58330,40660,57520,82450,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,35,85,80,70,,,,18130,28440,41330,27900,42570,54620,43840,61020,67900,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,36,290,338,286,159,98,,20800,29550,38860,31040,44590,54520,45800,63450,78020,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,37,456,473,405,196,122,74,24130,32050,35420,33760,44380,46880,46260,58690,62510,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,38,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,39,255,278,228,129,95,,18500,28430,33140,27900,39460,46570,39660,51810,63590,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,40,139,157,122,79,,,21740,25840,36840,30540,39800,48460,39910,52910,63010,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,41,82,102,80,,,,22100,30120,40820,30740,41610,54280,40900,57200,72500,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,42,226,267,248,113,92,,20930,27760,32180,30620,42350,48340,42460,57350,64230,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,44,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,45,165,182,147,73,,,23390,27850,33370,31550,38980,44560,42030,50240,59750,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,46,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,47,262,258,172,108,56,,24140,28250,33140,33140,39870,46600,44790,53190,60710,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,48,1365,1504,1256,522,314,195,24990,34330,40130,36370,47240,54220,50650,65740,75400,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,49,63,60,56,,,,21840,34860,31700,34370,48120,46060,48340,61870,57620,1,1,1,5,5,5,1,1,1
2000,8,2,17X,S,50,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,17X,S,51,386,424,369,131,93,61,24220,36580,42630,36350,51570,61300,55120,74110,87460,1,1,1,1,1,1,1,1,1
2000,8,2,17X,S,53,446,413,343,152,105,,26630,38930,45390,37570,52880,60460,51670,66540,79450,1,1,1,1,1,5,1,1,1
2000,8,2,17X,S,54,,69,54,,,,,28250,29220,,37660,45370,,53550,62080,5,1,1,5,5,5,5,1,1
2000,8,2,17X,S,55,110,132,106,61,,,18900,27400,32420,28780,38180,43310,38050,48760,61520,1,1,1,1,5,5,1,1,1
2000,8,2,17X,S,56,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5
2000,8,2,18X,S,UN,,,,7120,8595,6861,,,,,,,,,,1,1,1,1,1,1,1,1,1
2000,8,2,18X,S,01,489,543,422,241,172,100,21760,27960,32160,31180,39250,45620,41470,53100,62180,1,1,1,1,1,1,1,1,1
2000,8,2,18X,S,02,158,152,117,52,,,27280,37140,46320,38800,48120,65210,53030,69050,82090,1,1,1,1,5,5,1,1,1
2000,8,2,18X,S,04,333,486,394,141,134,81,21330,32110,34400,32400,46060,49980,47040,61040,73320,1,1,1,1,1,1,1,1,1
2000,8,2,18X,S,05,156,233,173,105,91,,19010,22620,26190,26440,32580,40300,36980,44210,55600,1,1,1,1,1,5,1,1,1
2000,8,2,18X,S,06,1221,1335,1002,568,384,223,21640,30920,37260,31500,48480,56540,46910,68730,84040,1,1,1,1,1,1,1,1,1
